fname,id,context,question,answer
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1557,দ্রুত বীর্যপাত |     জমজ সন্তান,ধাতু দুর্বলতা বলতে কী বুঝায়?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1557, 'context': 'দ্রুত বীর্যপাত |     জমজ সন্তান', 'question': 'ধাতু দুর্বলতা বলতে কী বুঝায়?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1558,দ্রুত বীর্যপাত |     মহিলার বন্ধ্যাত্ব,দ্রুত বীর্যপাত ঘটলে কী করতে পারি?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1558, 'context': 'দ্রুত বীর্যপাত |     মহিলার বন্ধ্যাত্ব', 'question': 'দ্রুত বীর্যপাত ঘটলে কী করতে পারি?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1559,বীর্যের   ঘনত্ব | পেনিস ডিসঅর্ডার,বীর্য পাতলা কেন হয় ?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1559, 'context': 'বীর্যের   ঘনত্ব | পেনিস ডিসঅর্ডার', 'question': 'বীর্য পাতলা কেন হয় ?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1560,বীর্যের   ঘনত্ব |   গর্ভ পাত,"বীর্য পানির মত পাতলা , কি করনীয় ?","{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1560, 'context': 'বীর্যের   ঘনত্ব |   গর্ভ পাত', 'question': 'বীর্য পানির মত পাতলা , কি করনীয় ?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1561,বীর্যের   ঘনত্ব | প্রস্টেট ক্যান্সার,বীর্য পাতলা  হলে  কি সন্তান জন্ম দেওয়া সম্ভব ?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1561, 'context': 'বীর্যের   ঘনত্ব | প্রস্টেট ক্যান্সার', 'question': 'বীর্য পাতলা  হলে  কি সন্তান জন্ম দেওয়া সম্ভব ?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1562,দ্রুত বীর্যপাত | দ্রুত বীর্যপাত,দ্রুত বীর্যপাত কেন ঘটে?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1562, 'context': 'দ্রুত বীর্যপাত | দ্রুত বীর্যপাত', 'question': 'দ্রুত বীর্যপাত কেন ঘটে?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1563,দ্রুত বীর্যপাত |   বীর্যের   ঘনত্ব,দ্রুত বীর্যপাতের কী কী ধরনের চিকিৎসা রয়েছে?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1563, 'context': 'দ্রুত বীর্যপাত |   বীর্যের   ঘনত্ব', 'question': 'দ্রুত বীর্যপাতের কী কী ধরনের চিকিৎসা রয়েছে?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1564,দ্রুত বীর্যপাত |  বীর্যপাত হীনতা,দ্রুত বীর্যপাতের কারন কি ?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1564, 'context': 'দ্রুত বীর্যপাত |  বীর্যপাত হীনতা', 'question': 'দ্রুত বীর্যপাতের কারন কি ?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1565,দ্রুত বীর্যপাত |   সকালে লিঙ্গের উত্থান,বীর্যপাতের কি কি অনিয়ম হতে পারে ?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1565, 'context': 'দ্রুত বীর্যপাত |   সকালে লিঙ্গের উত্থান', 'question': 'বীর্যপাতের কি কি অনিয়ম হতে পারে ?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1566,বীর্যপাত হীনতা | বাল্য বিবাহের কারণ,আমার কিছুতেই বীর্য বের হয় না ?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1566, 'context': 'বীর্যপাত হীনতা | বাল্য বিবাহের কারণ', 'question': 'আমার কিছুতেই বীর্য বের হয় না ?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1577,যৌনাঙ্গে আঁচিল |  প্র্রজনন স্বাস্থ্য সেবা,যৌনাঙ্গে আঁচিল বা ওয়ার্ট  কেন হয় ?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1577, 'context': 'যৌনাঙ্গে আঁচিল |  প্র্রজনন স্বাস্থ্য সেবা', 'question': 'যৌনাঙ্গে আঁচিল বা ওয়ার্ট  কেন হয় ?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1579,যৌনকেশে উকুন |   নিিরাপদ যৌনমিলন,যৌনকেশে উকুন কেন হয় ?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1579, 'context': 'যৌনকেশে উকুন |   নিিরাপদ যৌনমিলন', 'question': 'যৌনকেশে উকুন কেন হয় ?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1580,যৌনবাহিত সংক্রমণ |  মাসিক,বহু বছর পূর্বের শারীরিক মিলনে কি যৌনবাহিত সংক্রমণ হয়?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1580, 'context': 'যৌনবাহিত সংক্রমণ |  মাসিক', 'question': 'বহু বছর পূর্বের শারীরিক মিলনে কি যৌনবাহিত সংক্রমণ হয়?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1599,মুত্রত্যাগের সময় ব্যাথা | বয়ঃসন্ধিকালে অভিভাবকের করণীয়,"প্রতিবার মুত্রত্যাগের সময় আমার যৌনাঙ্গে অনেক যন্ত্রণা হয়। এ সমস্যায় দীর্ঘকাল ধরে চলছে, তবে সম্প্রতি এটি খারাপ অবস্থা ধারণ করেছে।","{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1599, 'context': 'মুত্রত্যাগের সময় ব্যাথা | বয়ঃসন্ধিকালে অভিভাবকের করণীয়', 'question': 'প্রতিবার মুত্রত্যাগের সময় আমার যৌনাঙ্গে অনেক যন্ত্রণা হয়। এ সমস্যায় দীর্ঘকাল ধরে চলছে, তবে সম্প্রতি এটি খারাপ অবস্থা ধারণ করেছে।'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1600,গন্ধযুক্ত স্রাব |   যৌনবাহিত রোগ,আমার তরল স্রাব হচ্ছে যার গন্ধ খুবই অস্বস্তিকর ও আঁশটে। আমি ডাক্তারের কাছে যেতে ভয় পাচ্ছি কারণ তিনি আমার মা কে চিনেন। এ সমস্যা কী হতে পারে?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1600, 'context': 'গন্ধযুক্ত স্রাব |   যৌনবাহিত রোগ', 'question': 'আমার তরল স্রাব হচ্ছে যার গন্ধ খুবই অস্বস্তিকর ও আঁশটে। আমি ডাক্তারের কাছে যেতে ভয় পাচ্ছি কারণ তিনি আমার মা কে চিনেন। এ সমস্যা কী হতে পারে?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1601,যোনির স্বাভাবিক নিঃসরণ |  কিশোর  কিশোরী,গত সপ্তাহ থেকে যোনি দিয়ে হালকা ধরনের পদার্থ নির্গমন হতে লক্ষ্য করছি। এটার বাজে গন্ধ নেই। এটি দূর করার জন্য কোনো ক্রীম বা মলম ব্যবহারের পরামর্শ কি আপনি দিতে পারেন?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1601, 'context': 'যোনির স্বাভাবিক নিঃসরণ |  কিশোর  কিশোরী', 'question': 'গত সপ্তাহ থেকে যোনি দিয়ে হালকা ধরনের পদার্থ নির্গমন হতে লক্ষ্য করছি। এটার বাজে গন্ধ নেই। এটি দূর করার জন্য কোনো ক্রীম বা মলম ব্যবহারের পরামর্শ কি আপনি দিতে পারেন?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1648,বিয়ের  আগে  বিচার্য   বিষয় | হস্তমৈথুন,কোন ব্যক্তিকে বিয়ে করার সময় কি কি গুণাবলী দেখা উচিত?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1648, 'context': 'বিয়ের  আগে  বিচার্য   বিষয় | হস্তমৈথুন', 'question': 'কোন ব্যক্তিকে বিয়ে করার সময় কি কি গুণাবলী দেখা উচিত?'}"
Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx,1649,বিয়ের  আগে  বিচার্য   বিষয় |  প্রজনন স্বাস্থ্য শিক্ষা,আমার পরিবার আমার পছন্দের ছেলে/মেয়ে কে মেনে নিতে চায় না। এখন আমার কি করা উচিত?,"{'fname': 'Comprehensive sexual education-Dr Pronob.xlsx_Sheet1.docx', 'id': 1649, 'context': 'বিয়ের  আগে  বিচার্য   বিষয় |  প্রজনন স্বাস্থ্য শিক্ষা', 'question': 'আমার পরিবার আমার পছন্দের ছেলে/মেয়ে কে মেনে নিতে চায় না। এখন আমার কি করা উচিত?'}"
